iter	Logloss
308	0.4452390434
309	0.4450221959
310	0.4448288838
311	0.4447026128
312	0.4445876668
313	0.4444532928
314	0.4443010942
315	0.4442370498
316	0.4440737131
317	0.4439378377
318	0.4436832535
319	0.4435486916
320	0.4433311817
321	0.4432122538
322	0.4430172581
323	0.442828927
324	0.4426079347
325	0.4423883737
326	0.4422475345
327	0.4421287821
328	0.441728908
329	0.4415965109
330	0.4415089903
331	0.4412408841
332	0.4411127942
333	0.4409481817
334	0.4407015685
335	0.4404168024
336	0.4402425701
337	0.4399662884
338	0.4397359595
339	0.439504936
340	0.4393312944
341	0.4391333738
342	0.4388854857
343	0.4386850766
344	0.4384594439
345	0.4380139707
346	0.4378394712
347	0.4376834868
348	0.4376139355
349	0.4374163569
350	0.4372252806
351	0.4369328905
352	0.4367520633
353	0.4366541871
354	0.4365430038
355	0.4363498783
356	0.4361630065
357	0.4359991229
358	0.4358743244
359	0.4358698722
360	0.4356659069
361	0.4354808262
362	0.4353326906
363	0.4351857466
364	0.4349640637
365	0.4347491467
366	0.4345969767
367	0.4343816747
368	0.434188556
369	0.4340122232
370	0.4338902435
371	0.4336907866
372	0.4335102983
373	0.4334119541
374	0.4333218073
375	0.4331311819
376	0.4328727281
377	0.4326137122
378	0.4324590518
379	0.4321853081
380	0.4320488337
381	0.4318218401
382	0.4317247244
383	0.4315717822
384	0.4314478516
385	0.43108234
386	0.4309025292
387	0.4306790689
388	0.4304666172
389	0.4300748055
390	0.4299195486
391	0.4296967107
392	0.4294599149
393	0.4292991919
394	0.4291362566
395	0.4289592622
396	0.4288593249
397	0.4286711619
398	0.42847064
399	0.4282884885
400	0.4277689054
401	0.4273885111
402	0.4268233459
403	0.426729708
404	0.4266413433
405	0.4265229439
406	0.426230434
407	0.4260787617
408	0.4257579234
409	0.4256015884
410	0.4253987172
411	0.425161121
412	0.4250516224
413	0.4248850994
414	0.4245659237
415	0.4242781382
416	0.4241253555
417	0.4239386061
418	0.4234491654
419	0.4233352609
420	0.4230143077
421	0.4228688944
422	0.4225361057
423	0.4222986861
424	0.4221671701
425	0.4219024844
426	0.4217575232
427	0.4216671857
428	0.4214248682
429	0.4213137247
430	0.4210401914
431	0.4208784806
432	0.4206828225
433	0.4205217801
434	0.4201596625
435	0.4199476424
436	0.4196500979
437	0.4195096503
438	0.4193423322
439	0.4192236511
440	0.4190766473
441	0.4189584718
442	0.4187496441
443	0.4183272452
444	0.4180848361
445	0.4176383936
446	0.417406692
447	0.4172164187
448	0.4170688465
449	0.4169459993
450	0.4167487717
451	0.4164445283
452	0.4159858488
453	0.4158386672
454	0.4156447367
455	0.4154596611
456	0.4151772169
457	0.4147207698
458	0.4145263054
459	0.4142885368
460	0.4141540651
461	0.4139572953
462	0.413723185
463	0.4134670689
464	0.4132982102
465	0.4130593593
466	0.4128946356
467	0.4127335158
468	0.4122643958
469	0.4121116147
470	0.4119478542
471	0.4117634853
472	0.411543757
473	0.4112122676
474	0.4109825535
475	0.4108586302
476	0.4107354413
477	0.4105027994
478	0.4101430511
479	0.4100159584
480	0.4096900948
481	0.409075598
482	0.408929664
483	0.4084975862
484	0.4082941304
485	0.4080778471
486	0.4078146981
487	0.4076010194
488	0.4074586937
489	0.4072691451
490	0.4070228848
491	0.4067817283
492	0.4066113701
493	0.4062970831
494	0.4058348002
495	0.4052971675
496	0.4051134409
497	0.404952261
498	0.4047106104
499	0.4045199809
500	0.4042888779
501	0.4040781301
502	0.4039305936
503	0.4034750476
504	0.4030184986
505	0.4028686609
506	0.4025859599
507	0.4023842785
508	0.4021132037
509	0.4015235953
510	0.4014247149
511	0.4011336091
512	0.4010355309
513	0.4009023981
514	0.400564061
515	0.4000742893
516	0.3997655979
517	0.3992927149
518	0.3988109801
519	0.3986310015
520	0.3984980967
521	0.3983481799
522	0.3982055826
523	0.3976531296
524	0.3975805532
525	0.3971500412
526	0.3969078967
527	0.3967480367
528	0.3966123947
529	0.3961834553
530	0.3958689041
531	0.3955130439
532	0.3953976571
533	0.3952898608
534	0.3948292428
535	0.3947216096
536	0.394622044
537	0.3944632659
538	0.3942571515
539	0.3941049419
540	0.3939572717
541	0.3936697089
542	0.3933769439
543	0.3929568588
544	0.3926383632
545	0.3923881725
546	0.3920445766
547	0.3917235044
548	0.3913487761
549	0.3912033968
550	0.3906850841
551	0.3902488816
552	0.3901518991
553	0.3900304954
554	0.3897575973
555	0.3896249414
556	0.3893060753
557	0.3889909543
558	0.3887738216
559	0.3883745813
560	0.3881210992
561	0.3879174076
562	0.3876094774
563	0.387512638
564	0.3872413941
565	0.3868653458
566	0.3865810074
567	0.3863378806
568	0.3861832691
569	0.385950442
570	0.3858333203
571	0.3856757354
572	0.3853387594
573	0.3850697607
574	0.3847759967
575	0.3843548999
576	0.3842460539
577	0.3841600221
578	0.3840774053
579	0.3839523008
580	0.383673227
581	0.3834505304
582	0.3833712517
583	0.3831243471
584	0.3830553525
585	0.3829549695
586	0.3826011828
587	0.3823425428
588	0.3821136539
589	0.3818999405
590	0.3814208737
591	0.3811487479
592	0.381066171
593	0.3809944326
594	0.3806691049
595	0.3803948659
596	0.3798859547
597	0.3797736128
598	0.3796649591
599	0.3792481186
600	0.3789639694
601	0.3785256029
602	0.3782476936
603	0.377894418
604	0.3774585531
605	0.3773027503
606	0.3772344589
607	0.3769408645
608	0.3766859038
609	0.3764299339
610	0.3762871282
611	0.3760960769
612	0.3758656504
613	0.3756865623
614	0.3752926922
615	0.3750908066
616	0.3748283439
617	0.3743867887
618	0.3740386452
619	0.3739415749
620	0.3737430895
621	0.3736237942
622	0.3733268447
623	0.372855156
624	0.372721254
625	0.3725059118
626	0.3722847419
627	0.3719226068
628	0.3717464984
629	0.3715079605
630	0.3713235481
631	0.3711425288
632	0.3709784742
633	0.3706692568
634	0.3705124627
635	0.37006953
636	0.3698879308
637	0.3694727597
638	0.3692834554
639	0.3689762838
640	0.3688088175
641	0.36856638
642	0.3685027485
643	0.3680359588
644	0.3676968281
645	0.3676332481
646	0.3674576769
647	0.3672457878
648	0.3668954224
649	0.3666918184
650	0.3664026786
651	0.3660296155
652	0.3657120364
653	0.3655562398
654	0.3654851469
655	0.3651312086
656	0.3649088895
657	0.3647595466
658	0.3646329934
659	0.3642875193
660	0.3641404488
661	0.3638135231
662	0.3636006878
663	0.3635023835
664	0.3630890447
665	0.362951157
666	0.3627441164
667	0.3625333848
668	0.3622280473
669	0.3620270885
670	0.3617001221
671	0.361435709
672	0.361222881
673	0.3609715383
674	0.3607865882
675	0.3606325189
676	0.3604957372
677	0.3603085927
678	0.3600985569
679	0.3599475956
680	0.3595686081
681	0.3594194253
682	0.3590083156
683	0.3587658146
684	0.3586729029
685	0.3584873391
686	0.3583253451
687	0.357897718
688	0.3577282336
689	0.357427309
690	0.3572966046
691	0.356750344
692	0.3563627172
693	0.3562782377
694	0.3560963051
695	0.3559517395
696	0.3557947758
697	0.3555022702
698	0.3551217376
699	0.3549321371
700	0.3547778819
701	0.3546079652
702	0.3544783674
703	0.3539880578
704	0.3537298208
705	0.3533458784
706	0.3532389344
707	0.3530125052
708	0.3528924287
709	0.3525343168
710	0.3523044894
711	0.352235728
712	0.3520838654
713	0.351803995
714	0.3516194515
715	0.3513423363
716	0.3510089289
717	0.3509197367
718	0.3506760881
719	0.3505551019
720	0.3504292463
721	0.3502955867
722	0.3499846517
723	0.3498551036
724	0.349626456
725	0.3493474782
726	0.3491375588
727	0.3488457401
728	0.3487800425
729	0.3483848385
730	0.3480974436
731	0.3478862566
732	0.3476406282
733	0.3474420869
734	0.3473085863
735	0.3470088154
736	0.3468208486
737	0.3466816606
738	0.3465342383
739	0.3463853724
740	0.346131328
741	0.3459427182
742	0.3458753435
743	0.3457369471
744	0.3454560859
745	0.345208804
746	0.3450392799
747	0.3448853272
748	0.3446424795
749	0.3444453605
750	0.3441805661
751	0.3440183005
752	0.3435651301
753	0.343411405
754	0.3431574173
755	0.3429463623
756	0.3425815633
757	0.3424664005
758	0.3422113077
759	0.3418647383
760	0.3416753496
761	0.3414863126
762	0.341246731
763	0.3406407085
764	0.3404963265
765	0.3401389413
766	0.3399960171
767	0.3398772957
768	0.3396564716
769	0.3395443643
770	0.3392119166
771	0.3390577403
772	0.3389063037
773	0.3386720376
774	0.3385218929
775	0.3383648292
776	0.3382199589
777	0.3380833774
778	0.3380522241
779	0.3379302238
780	0.3378529335
781	0.3375915611
782	0.3374587228
783	0.3374164992
784	0.3373105975
785	0.3372803389
786	0.3368537587
787	0.3366520798
788	0.3365060756
789	0.3363839302
790	0.3360816776
791	0.3359528318
792	0.3356690937
793	0.3354605503
794	0.3353586515
795	0.3349970747
796	0.3348730826
797	0.3347672871
798	0.3346629258
799	0.3344813992
800	0.3343863663
801	0.3342484332
802	0.3339172447
803	0.3337303033
804	0.3335502739
805	0.3333749109
806	0.3332742105
807	0.3330568016
808	0.3329442398
809	0.3327613175
810	0.3326140102
811	0.3324516572
812	0.332305581
813	0.3321281154
814	0.3320427739
815	0.3318367934
816	0.3316570477
817	0.3315143502
818	0.3312236457
819	0.3308675227
820	0.3306815723
821	0.3304986897
822	0.3303423262
823	0.3301756362
824	0.3298409917
825	0.3297206559
826	0.3293960233
827	0.3291952557
828	0.3287666345
829	0.3286174852
830	0.3282612715
831	0.3281187682
832	0.3280278563
833	0.3277731654
834	0.327669909
835	0.3276416205
836	0.3275973482
837	0.327498979
838	0.3273938508
839	0.3272454676
840	0.3269506823
841	0.3268081501
842	0.3265885523
843	0.3264625525
844	0.3263407716
845	0.326269453
846	0.3259899461
847	0.3258697511
848	0.3257762321
849	0.3257528591
850	0.3255879748
851	0.3253902308
852	0.3252318942
853	0.3250471629
854	0.3248918359
855	0.3247348844
856	0.3244416962
857	0.3243346305
858	0.3241477821
859	0.3239781588
860	0.3239415568
861	0.3237904113
862	0.3237483444
863	0.3237124601
864	0.3232918214
865	0.3230361566
866	0.3228294507
867	0.3226855324
868	0.3225885117
869	0.3224000121
870	0.3222487828
871	0.3221560135
872	0.3220298943
873	0.3219343218
874	0.3215669053
875	0.3214232505
876	0.321214945
877	0.3212098036
878	0.3209806493
879	0.3206965752
880	0.3206074796
881	0.3204306164
882	0.3201067473
883	0.320054437
884	0.3197190137
885	0.319568238
886	0.3193811038
887	0.3192335003
888	0.3190985195
889	0.3190068641
890	0.318830282
891	0.3187617108
892	0.3185950398
893	0.3185132667
894	0.3184668545
895	0.318308986
896	0.3182292174
897	0.3180587849
898	0.3179007763
899	0.3177608051
900	0.3176892966
901	0.3176025195
902	0.3174658276
903	0.3173490096
904	0.3172064833
905	0.3171233625
906	0.317062644
907	0.3167595884
908	0.3166509436
909	0.3165670735
910	0.3162324248
911	0.3161231943
912	0.3159686728
913	0.3157126367
914	0.3156281227
915	0.3155023778
916	0.3151871489
917	0.3150562414
918	0.3149886665
919	0.3146897834
920	0.3143952021
921	0.3142415959
922	0.3141818724
923	0.3138999118
924	0.3137070274
925	0.3135737332
926	0.3134196695
927	0.3133172722
928	0.3130767254
929	0.313000119
930	0.3128811272
931	0.3128063695
932	0.312607515
933	0.3124988919
934	0.3124547333
935	0.3123213251
936	0.3121802781
937	0.3119984774
938	0.3117238849
939	0.3112517816
940	0.3110865696
941	0.3109602536
942	0.3107701556
943	0.310765548
944	0.310651187
945	0.3105083575
946	0.3103905448
947	0.3102123878
948	0.3101582035
949	0.3100827188
950	0.3099696599
951	0.3098542328
952	0.3097071693
953	0.309664301
954	0.309597953
955	0.3094579421
956	0.3094286546
957	0.308943727
958	0.3088051465
959	0.3086834352
960	0.3085893204
961	0.30839834
962	0.3083209887
963	0.3082952126
964	0.308166352
965	0.3081089566
966	0.3079826369
967	0.3078751328
968	0.3077444719
969	0.3076064669
970	0.3073440974
971	0.3072390604
972	0.3070946709
973	0.3069853234
974	0.3068482554
975	0.3067911891
976	0.3066769241
977	0.3064104572
978	0.3062970405
979	0.3062680458
980	0.3061564669
981	0.3057040764
982	0.3055742566
983	0.305495683
984	0.3053929229
985	0.3052309698
986	0.3051740534
987	0.3050433715
988	0.3047955078
989	0.3044779954
990	0.3043719217
991	0.3042843417
992	0.3040834671
993	0.3038346052
994	0.3036565409
995	0.3035621312
996	0.3034864319
997	0.3034156047
998	0.3033889255
999	0.3032592276
